Título,Semilla,URL_adicionales,Estado,Tipo de recolección,Frecuencia ,Profundidad,Tamaño,Palabras_clave,Materia
CEIP Josefina Baro Soler (Almería),http://ceipjosefinabarosoler.blogspot.com,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Almería,37 Educación. Enseñanza. Didáctica
CEIP José Hurtado (Granada),http://ceipjosehurtado.com,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Granada,37 Educación. Enseñanza. Didáctica
"CEIP José Yanguas Messía (Escañuela, Jaén)",http://ceipjoseyanguasmessia.blogspot.com,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Jaén,37 Educación. Enseñanza. Didáctica
CEIP Juan Ramón Jiménez (Huelva),http://ceipjrjhuelva.blogspot.com,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Huelva,37 Educación. Enseñanza. Didáctica
"CEIP Juan Carlos I (Porcuna, Jaén)",http://ceipjuancarlosprimero.blogspot.com,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Jaén,37 Educación. Enseñanza. Didáctica
"CEIP Juan Carlos I (Torredelcampo, Jaén)",http://ceipjuancarlostorredelcampo.blogspot.com,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Jaén,37 Educación. Enseñanza. Didáctica
CEIP Juan de Mairena (Sevilla),http://ceipjuandemairena.blogspot.com,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Sevilla,37 Educación. Enseñanza. Didáctica
CEIP Juan Sebastián Elcano (Sevilla),http://ceipjuansebastianelcano.es,,Activa,Selectiva,Semestral,Host,Mediano,Educación / Centros docentes / Sevilla,37 Educación. Enseñanza. Didáctica
"CEIP Juventud (Jerez de la Frontera, Cádiz)",http://ceipjuventud1.blogspot.com,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Cádiz,37 Educación. Enseñanza. Didáctica
"CEIP La Atunara (La Línea de la Concepción, Cádiz)",http://ceiplaatunara.blogspot.com,,Inactiva,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Cádiz,37 Educación. Enseñanza. Didáctica
"CEIP La Jarilla (Huércal de Almería, Almería)",http://ceiplajarilla.com,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Almería,37 Educación. Enseñanza. Didáctica
CEIP Nuestra Señora de la Paz (Sevilla),http://ceiplapazsevilla.blogspot.com,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Sevilla,37 Educación. Enseñanza. Didáctica
"CEIP La Rábida (El Campillo, Huelva)",http://ceiplarabida.blogspot.com,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Huelva,37 Educación. Enseñanza. Didáctica
"CEIP La Ardila (San Fernando, Cádiz)",http://ceiplardila.blogspot.com,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Cádiz,37 Educación. Enseñanza. Didáctica
"CEIP Las Maravillas (Maro, Málaga)",http://ceiplasmaravillasmaro.blogspot.com,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Málaga,37 Educación. Enseñanza. Didáctica
"CEIP Las Mimbres (Maracena, Granada)",http://ceiplasmimbresmaracena.blogspot.com,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Granada,37 Educación. Enseñanza. Didáctica
"CEIP La Unión (La Rinconada, Sevilla)",http://ceiplaunion.blogspot.com,,Activa,Selectiva,Semestral,Host,Mediano,Educación / Centros docentes / Sevilla,37 Educación. Enseñanza. Didáctica
CEIP Lope de Vega (Almería),http://ceiplopevegaalmeria.blogspot.com,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Almería,37 Educación. Enseñanza. Didáctica
"CEIP Los Alcalá Galiano (Doña Mencía, Córdoba)",http://ceiplosalcalagaliano.blogspot.com,,Activa,Selectiva,Semestral,Host,Mediano,Educación / Centros docentes / Córdoba,37 Educación. Enseñanza. Didáctica
"CEIP Los Cercadillos (Alcalá de Guadaíra, Sevilla)",http://ceiploscercadillos.es,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Sevilla,37 Educación. Enseñanza. Didáctica
"CEIP Los Manantiales (Alhaurín de la Torre, Málaga)",http://ceiplosmanantiales.es,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Málaga,37 Educación. Enseñanza. Didáctica
CEIP Los Millares (Almería),http://ceiplosmillares.es,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Almería,37 Educación. Enseñanza. Didáctica
"CEIP Los Mochos (Almodóvar del Río, Córdoba)",http://ceiplosmochos.blogspot.com,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Córdoba,37 Educación. Enseñanza. Didáctica
CEIP Luis Buñuel (Málaga),http://ceipluisbunuelmalaga.blogspot.com,,Activa,Selectiva,Semestral,Host,Mediano,Educación / Centros docentes / Málaga,37 Educación. Enseñanza. Didáctica
"CEIP Maestro Carlos Soler (Cárcheles, Jaén)",http://ceipmaestrocarlossoler.blogspot.com,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Jaén,37 Educación. Enseñanza. Didáctica
"CEIP Maestro José Arenas Pulido (Alcalá del Valle, Cádiz)",http://ceipmaestrojosearenaspulido.blogspot.com,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Cádiz,37 Educación. Enseñanza. Didáctica
"CEIP Manuel de Falla (San Fernando, Cádiz)",http://ceipmanueldefalla.blogspot.com,,Activa,Selectiva,Semestral,Host,Mediano,Educación / Centros docentes / Cádiz,37 Educación. Enseñanza. Didáctica
"CEIP Manuel Siurot (Chucena, Huelva)",http://ceipmanuelsiurotdechucena.blogspot.com,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Huelva,37 Educación. Enseñanza. Didáctica
"CEIP María Espinosa (Estepona, Málaga)",http://ceipmaria-espinosa.blogspot.com,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Málaga,37 Educación. Enseñanza. Didáctica
"CEIP Marqués de Iznate (Iznate, Málaga)",http://ceipmarquesdeiznate.blogspot.com,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Málaga,37 Educación. Enseñanza. Didáctica
"CEIP María del Mar Romera (La Cala del Moral, Málaga)",http://ceipmarromera.com,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Málaga,37 Educación. Enseñanza. Didáctica
"CEIP Martín Peinado (Cazalilla, Jaén)",http://ceipmartinpeinado.blogspot.com,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Jaén,37 Educación. Enseñanza. Didáctica
"CEIP Maruja Mallo (Alhaurín de la Torre, Málaga)",http://ceipmarujamallo.blogspot.com,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Málaga,37 Educación. Enseñanza. Didáctica
"CEIP Menesteo (El Puerto de Santa María, Cádiz)",http://ceipmenesteo.blogspot.com,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Cádiz,37 Educación. Enseñanza. Didáctica
"CEIP Miguel Hernández (Castillo de Locubín, Jaén)",http://ceipmh.blogspot.com,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Jaén,37 Educación. Enseñanza. Didáctica
"CEIP Miguel de Cervantes (Lopera, Jaén)",http://ceipmigueldecervantes.com,,Inactiva,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Jaén,37 Educación. Enseñanza. Didáctica
"CEIP Miguel de Cervantes (Fuengirola, Málaga)",http://ceipmigueldecervantesfuengirola.blogspot.com,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Málaga,37 Educación. Enseñanza. Didáctica
"CEIP Ntra. Sra. de las Montañas (Villamartín, Cádiz)",http://ceipmontanas.blogspot.com,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Cádiz,37 Educación. Enseñanza. Didáctica
"CEIP Murtas-Turón (Murtas, Granada)",http://ceipmurtasturon.blogspot.com,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Granada,37 Educación. Enseñanza. Didáctica
"CEIP Naranjo Moreno (San Bartolomé de la Torre, Huelva)",http://ceipnaranjomoreno.blogspot.com,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Huelva,37 Educación. Enseñanza. Didáctica
CEIP Elena Martín Vivaldi (Granada),http://ceipnuevo.blogspot.com,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Granada,37 Educación. Enseñanza. Didáctica
"CEIP Nuestra Señora de los Dolores (Pozo Alcón, Jaén)",http://ceipozoalcon.blogspot.com,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Jaén,37 Educación. Enseñanza. Didáctica
"CEIP Pablo Picasso (La Línea de la Concepción, Cádiz)",http://ceippablopicassolalinea.blogspot.com,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Cádiz,37 Educación. Enseñanza. Didáctica
"CEIP Padre Manjón (Benahadux, Almería)",http://ceippadremanjonbenahadux.blogspot.com,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Almería,37 Educación. Enseñanza. Didáctica
"CEIP (La Picota, Berrocal, Huelva)",http://ceip-picota.blogspot.com,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Huelva,37 Educación. Enseñanza. Didáctica
"CEIP Pintor Cristóbal Ruiz (Villacarrillo, Jaén)",http://ceippintorcristobalruiz.blogspot.com,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Jaén,37 Educación. Enseñanza. Didáctica
CEIP Pío XII (Sevilla),http://ceippiodoce.blogspot.com,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Sevilla,37 Educación. Enseñanza. Didáctica
"CEIP Quinta de la Paz (Sanlúcar de Barrameda, Cádiz)",http://ceipquintadelapaz.blogspot.com,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Cádiz,37 Educación. Enseñanza. Didáctica
"CEIP Ntra. Sra. Reina de los Ángeles (Jimena de la Frontera, Cádiz)",http://ceipreinadelosangeles.blogspot.com,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Cádiz,37 Educación. Enseñanza. Didáctica
"CEIP Reina María Cristina (Isla Cristina, Huelva)",http://ceipreinamariacristina.blogspot.com,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Huelva,37 Educación. Enseñanza. Didáctica
"CEIP El Retamal (Moclín, Granada)",http://ceipretamal.blogspot.com,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Granada,37 Educación. Enseñanza. Didáctica
CEIP Reyes Católicos (Granada),http://ceipreyescatolicosgranada.blogspot.com,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Granada,37 Educación. Enseñanza. Didáctica
"CEIP Los Ríos (Castillejar, Granada)",http://ceiprios.blogspot.com,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Granada,37 Educación. Enseñanza. Didáctica
"CEIP Romero Robledo (Antequera, Málaga)",http://ceipromerorobledo.blogspot.com,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Málaga,37 Educación. Enseñanza. Didáctica
"CEIP Ntra. Sra. del Rosario (Macael, Almería)",http://ceiprosariomacael.blogspot.com,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Almería,37 Educación. Enseñanza. Didáctica
"CEIP Ruperto Fernández Tenllado (Rute, Córdoba)",http://ceipruperto.blogspot.com,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Córdoba,37 Educación. Enseñanza. Didáctica
"CEPR Salvador Rueda (Macharaviaya, Málaga)",http://ceipruralsalvadorrueda.blogspot.com,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Málaga,37 Educación. Enseñanza. Didáctica
"CEIP Sagrado Corazón de Jesús (Torre-Alháquime, Cádiz)",http://ceipsagradocorazondejesus.blogspot.com,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Cádiz,37 Educación. Enseñanza. Didáctica
"CEIP Sagrado Corazón de Jesús (Alhendín, Granada)",http://ceipsagradocorazondejesusalhendin.blogspot.com,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Granada,37 Educación. Enseñanza. Didáctica
"CEIP Sagrado Corazón de Jesús (Tíjola, Almería)",http://ceipsagradocorazontijola.es,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Almería,37 Educación. Enseñanza. Didáctica
"CEIP San Amador (Martos, Jaén)",http://ceipsanamador.blogspot.com/?m=1,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Jaén,37 Educación. Enseñanza. Didáctica
"CEIP San Fernando (Adra, Almería)",http://ceipsanfernandoadra.blogspot.com,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Almería,37 Educación. Enseñanza. Didáctica
"CEIP San Francisco (Loja, Granada)",http://ceipsanfranciscoloja04.blogspot.com,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Granada,37 Educación. Enseñanza. Didáctica
"CEIP San Gregorio Osset (Alcalá del Río, Sevilla)",http://ceipsangregorio.blogspot.com,,Activa,Selectiva,Semestral,Host,Mediano,Educación / Centros docentes / Sevilla,37 Educación. Enseñanza. Didáctica
"CEIP San Isidro Labrador (Cuevas del Campo, Granada)",http://ceipsanisidrodecuevas.blogspot.com,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Granada,37 Educación. Enseñanza. Didáctica
"CEIP San Isidro Labrador (Puente de Génave, Jaén)",http://ceipsanisidrolabrador.blogspot.com,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Jaén,37 Educación. Enseñanza. Didáctica
"CEIP San José de Calasanz (Calañas, Huelva)",http://ceipsanjosedecalasanz.blogspot.com,,Activa,Selectiva,Semestral,Host,Mediano,Educación / Centros docentes / Huelva,37 Educación. Enseñanza. Didáctica
"CEIP San José (Orce, Granada)",http://ceipsanjosedeorce.blogspot.com,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Granada,37 Educación. Enseñanza. Didáctica
"CEIP San Juan Bautista (Jabugo, Huelva)",http://ceipsanjuanrepilado.blogspot.com,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Huelva,37 Educación. Enseñanza. Didáctica
"CEIP San Matías (Villanueva de los Castillejos, Huelva)",http://ceip-sanmatiasinfo.blogspot.com,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Huelva,37 Educación. Enseñanza. Didáctica
"CEIP San Miguel (Alcaudete, Jaén)",http://ceip-sanmiguel.es,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Jaén,37 Educación. Enseñanza. Didáctica
"CEIP San Roque (Felix, Almería)",http://ceipsanroquedefelix.blogspot.com,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Almería,37 Educación. Enseñanza. Didáctica
"CEIP San Sebastián (Padul, Granada)",http://ceipsansebastianpadul.blogspot.com,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Granada,37 Educación. Enseñanza. Didáctica
CEIP Santa Isabel (Almería),http://ceipsantaisabel.blogspot.com,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Almería,37 Educación. Enseñanza. Didáctica
CEIP Santa Juliana (Granada),http://ceipsantajuliana.blogspot.com,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Granada,37 Educación. Enseñanza. Didáctica
"CEIP Santa María Magdalena (Mengíbar, Jaén)",http://ceipsantamariamagdalena.es,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Jaén,37 Educación. Enseñanza. Didáctica
"CEIP Santa Teresa (Mairena del Aljarafe, Sevilla)",http://ceipsantateresa1954.blogspot.com,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Sevilla,37 Educación. Enseñanza. Didáctica
CEIP Santa Teresa (Cádiz),http://ceipsantateresadecadiz.blogspot.com,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Cádiz,37 Educación. Enseñanza. Didáctica
"CEIP Santo Tomás de Aquino (Montoro, Córdoba)",http://ceipsantotomasdeaquinomontoro.blogspot.com,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Córdoba,37 Educación. Enseñanza. Didáctica
"CEIP Sebastián Urbano Vázquez (Isla Cristina, Huelva)",http://ceipsebastianurbanovazquez.blogspot.com,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Huelva,37 Educación. Enseñanza. Didáctica
CEIP Sierra Nevada (Granada),http://ceipsierranevada.org,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Granada,37 Educación. Enseñanza. Didáctica
"CEIP Sierra Nevada (Güéjar Sierra, Granada)",http://ceipsierranevadaguejarsierra.blogspot.com,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Granada,37 Educación. Enseñanza. Didáctica
"CEIP Santiago Apóstol (El Colmenar, Málaga)",http://ceipssantiagoapostol.blogspot.com,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Málaga,37 Educación. Enseñanza. Didáctica
CEIP Profesor Tierno Galván (Málaga),http://ceiptiernogalvanmalaga.blogspot.com,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Málaga,37 Educación. Enseñanza. Didáctica
"CEIP Nuestra Señora de las Nieves (Trevélez, Granada)",http://ceiptrevelez.blogspot.com,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Granada,37 Educación. Enseñanza. Didáctica
"CEIP Trinidad Martínez (Roquetas de Mar, Almería)",http://ceiptrinidadmartinez.blogspot.com,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Almería,37 Educación. Enseñanza. Didáctica
"CEIP Valdeolletas (Marbella, Málaga)",http://ceipvaldeolletasmarbella.es,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Málaga,37 Educación. Enseñanza. Didáctica
"CEIP Vallesequillo (Jerez de la Frontera, Cádiz)",http://ceipvallesequillo.es,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Cádiz,37 Educación. Enseñanza. Didáctica
"CEIP Nuestra Señora de las Veredas (Guadalema de los Quintero, Sevilla)",http://ceipveredas.weebly.com,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Sevilla,37 Educación. Enseñanza. Didáctica
"CEIP Vicenta Tarín (Arcos de la Frontera, Cádiz)",http://ceipvicentatarin.es,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Cádiz,35 Administración pública
"CEIP Virgen de las Cruces (El Guijo, Córdoba)",http://ceipvirgencruces.blogspot.com,,Activa,Selectiva,Semestral,Host,Mediano,Educación / Centros docentes / Córdoba,37 Educación. Enseñanza. Didáctica
"CEIP Virgen de Andévalo (Cerro del Andévalo, Huelva)",http://ceipvirgendeandevalo.blogspot.com,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Huelva,37 Educación. Enseñanza. Didáctica
"CEIP Virgen de la Cabeza (Cazorla, Jaén)",http://ceipvirgendelacabeza.blogspot.com/?m=1,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Jaén,37 Educación. Enseñanza. Didáctica
"CEIP Virgen del Carmen (Alcaudete, Jaén)",http://ceipvirgendelcarmenalcaudete.blogspot.com,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Jaén,37 Educación. Enseñanza. Didáctica
